,SRR6206939_pass,SRR6206940_pass,SRR6206941_pass,SRR6206942_pass,SRR6206943_pass,SRR6206944_pass
Elmo2,1569,1637,1599,1046,1563,1247
Elmo3,108,122,90,59,44,48
Elmod1,0,0,0,1,0,2
Elmod2,233,231,219,180,204,205
Elmod3,557,528,575,438,344,341
Elmsan1,13571,10913,10952,1459,1362,1720
Eln,2,0,2,0,0,7
Eloa,1818,1817,1869,1843,1758,1908
Elob,1098,1225,1205,3061,2891,2543
Elobl,18,28,23,19,17,18
Eloc,712,804,876,2238,1767,1682
Elof1,534,584,596,1871,1623,1372
Elovl1,871,964,1005,1460,1709,1623
Elovl2,6,2,0,0,1,1
Elovl3,1,3,0,0,0,0
Elovl4,4,6,5,600,27,38
Elovl5,2151,2318,3197,3551,3827,3512
Elovl6,100,77,105,1365,1001,955
Elovl7,24,23,44,9,0,12
Elp2,1220,1196,1057,2956,3792,3347
Elp3,1084,941,947,1860,2738,2036
Elp4,196,217,170,433,475,367
Elp5,458,487,445,1220,1181,1119
Elp6,95,108,99,436,462,423
Emb,2118,2169,2440,7742,2749,6001
Emc1,662,626,567,645,909,742
Emc10,2954,2945,3155,3407,3984,3490
Emc2,579,644,636,908,905,735
Emc3,1218,1364,1242,1810,1468,1517
Emc4,440,512,593,1607,1524,1323
Emc6,1007,1146,1160,1948,2063,1758
Emc7,743,854,894,1533,1305,1309
Emc8,447,471,540,1570,1946,1506
Emc9,105,106,101,76,75,76
Emcn,0,2,0,0,0,1
Emd,2190,2437,2412,2687,2317,2090
Eme1,28,27,23,557,537,625
Eme2,411,409,378,343,353,398
Emg1,1591,1899,2021,5231,5227,4333
Emid1,463,567,481,847,10,51
Emilin1,53,45,55,42,19,49
Emilin2,561,694,507,136,91,222
Emilin3,0,0,1,0,1,0
Eml1,3,1,0,4,3,12
Eml2,494,513,453,312,252,311
Eml3,1958,2017,1909,1984,1634,2471
Eml4,3001,2697,2469,2110,2164,2172
Eml5,628,534,526,352,165,111
Eml6,63,47,44,13,8,14
Emp1,1016,934,997,54,25,48
Emp2,9,3,4,4,2,0
Emp3,2079,2006,2212,1206,3443,3121
Emsy,1779,1670,1959,1076,1232,1362
Emx1,0,0,0,0,0,0
Emx2,0,0,0,0,0,0
Emx2os,1,0,3,1,0,1
En1,3,2,1,0,1,0
En2,1,0,1,0,0,0
Enah,8,7,14,5,5,7
Enam,0,0,0,0,4,1
Enc1,1565,1115,1164,1182,43,172
Endod1,360,394,481,1697,2220,1363
Endog,219,181,177,999,1202,949
Endou,130,104,101,2516,330,351
Endov,538,434,428,367,355,353
Eng,104,94,66,86,33,42
Engase,273,244,268,430,773,509
Enho,12,13,10,3,0,1
Enkd1,64,75,79,752,790,719
Enkur,13,9,6,1,2,2
Eno1,4075,4493,4257,27147,27749,25313
Eno1b,4797,5277,5585,35187,32282,29575
Eno2,62,39,43,21,7,28
Eno3,329,405,368,2076,2965,3315
Eno4,2,1,1,2,6,4
Enoph1,413,384,416,1403,1423,1158
Enox1,0,1,1,28,1,2
Enox2,304,322,304,127,261,232
Enpep,0,0,3,0,0,1
Enpp1,626,589,611,314,604,653
Enpp2,28,27,22,24,11,9
Enpp3,6,5,1,1,12,15
Enpp4,276,278,308,44,169,119
Enpp5,72,74,94,38,10,16
Enpp6,6,0,4,3,4,2
Enpp7,0,0,0,0,0,0
Ensa,2114,2293,2458,1574,1495,1454
Enthd1,4,5,3,5,4,8
Entpd1,617,647,579,154,86,132
Entpd2,1,0,0,2,1,0
Entpd3,8,6,7,3,4,2
Entpd4,493,444,406,492,479,434
Entpd4b,266,267,205,280,264,239
Entpd5,1492,1659,1705,2879,3238,2751
Entpd6,681,722,728,1057,1646,1179
Entpd7,258,258,238,148,153,160
Entpd8,0,1,0,0,0,0
Eny2,385,389,331,1143,1195,989
Eogt,314,268,272,283,180,166
Eomes,520,463,446,250,85,59
Ep300,9119,7315,8755,2068,2354,2666
Ep400,5696,4335,5085,3545,6638,6468
Epas1,56,46,47,32,27,15
Epb41,3812,3600,4140,2298,2768,3093
Epb41l1,19,13,12,3,25,18
Epb41l2,3003,3140,3215,1795,1371,1912
Epb41l3,36,41,48,9,22,21
Epb41l4a,1,3,0,280,106,619
Epb41l4aos,211,247,230,566,518,447
Epb41l4b,20,29,17,35,32,40
Epb41l5,71,69,72,80,34,100
Epb42,10,7,10,66,40,12
Epc1,3694,3345,3508,1262,1195,1022
Epc2,2828,2405,2520,876,736,842
Epcam,142,173,180,212,161,315
Epdr1,2,1,2,45,249,16
Epg5,1174,898,945,470,685,747
Epgn,0,0,0,0,0,0
Epha1,8,5,3,5,1,2
Epha10,4,0,1,4,1,4
Epha2,1039,828,748,227,309,59
Epha3,0,0,0,111,13,19
Epha4,5,3,7,2,1,8
Epha5,5,3,9,3,6,4
Epha6,0,0,0,0,0,0
Epha7,8,6,5,2,0,0
Epha8,1,0,0,0,0,0
Ephb1,3,1,3,1,3,0
Ephb2,10,5,5,49,1340,297
Ephb3,1,4,1,4,0,2
Ephb4,1,6,7,2,17,16
Ephb6,565,411,508,87,52,235
Ephx1,3321,3382,3654,2018,1703,2357
Ephx2,17,33,18,8,2,1
Ephx3,2,0,2,1,0,0
Ephx4,0,1,1,0,39,1
Epm2a,78,56,52,21,12,27
Epm2aip1,688,656,628,1138,757,759
Epn1,6079,6246,6882,4635,4806,4788
Epn2,122,103,133,112,148,32
Epn3,0,0,1,0,1,0
Epo,0,0,0,0,0,0
Epop,637,628,602,1069,1501,1524
Epor,14,8,8,113,55,51
Epp13,0,0,0,0,0,0
Eppin,0,0,0,0,0,0
Eprs,1908,1786,1866,7043,10630,8733
Eps15,2196,2286,2410,2771,2814,2464
Eps15l1,2044,2065,2260,1543,1646,1903
Eps8,570,531,488,49,9,29
Eps8l1,12,12,3,0,4,2
Eps8l2,4,5,6,3,0,3
Eps8l3,0,0,0,0,0,0
Epsti1,1527,1708,1592,331,326,515
Epx,0,0,0,0,0,1
Epyc,0,0,0,0,0,0
Eqtn,5,2,4,2,1,2
Eral1,500,499,429,761,808,665
Erap1,1837,1872,1775,2370,3462,3293
Eras,0,0,0,0,0,0
Erbb2,9,3,3,0,3,14
Erbb3,93,86,98,448,375,215
Erbb4,0,1,0,0,0,0
Erbin,5894,5066,5381,2600,2960,2890
Erc1,518,398,454,159,441,257
Erc2,0,2,0,0,0,0
Ercc1,389,332,369,629,596,653
Ercc2,1078,1160,1277,1375,1671,1789
Ercc3,1168,1176,1193,1410,1425,1348
Ercc4,976,846,866,568,620,629
Ercc5,420,434,469,169,315,229
Ercc6,1210,945,966,523,664,697
Ercc6l,220,214,212,950,1250,992
Ercc6l2,888,754,816,697,832,763
Ercc8,183,209,188,586,477,454
Erdr1,9716,8625,7381,25138,10666,12464
Ereg,0,1,0,0,0,0
Erf,1785,1889,2169,1673,3039,2189
Erfe,2,1,2,78,47,32
Erg,11,19,10,3,3,12
Erg28,407,431,486,981,1078,962
Ergic1,1052,953,1048,3297,3385,3335
Ergic2,832,915,995,1131,963,1029
Ergic3,1210,1303,1229,1899,1299,1380
Erh,485,507,601,2879,3040,2410
Eri1,877,867,960,2410,2734,2475
Eri2,196,208,178,539,343,405
Eri3,705,725,645,1276,1474,1282
Erich1,305,272,356,378,252,302
Erich2,4,7,5,4,0,3
Erich2os,0,5,2,3,0,1
Erich3,3,4,3,631,33,45
Erich4,0,0,0,1,0,0
Erich5,2,5,7,2,4,6
Erich6,1,2,0,0,0,0
Erich6b,0,0,0,0,0,0
Erlec1,608,547,523,729,520,539
Erlin1,689,852,922,750,832,595
Erlin2,443,499,513,475,506,540
Ermap,72,36,50,255,144,50
Ermard,881,783,716,741,612,680
Ermn,0,1,0,0,0,0
Ermp1,895,950,942,936,1202,976
Ern1,443,410,342,787,615,1146
Ern2,0,1,0,1,0,0
Ero1l,800,864,898,2539,1954,2276
Ero1lb,3394,3096,2996,446,301,437
Erp27,36,27,35,5,3,2
Erp29,2960,3229,3787,2852,2294,2281
Erp44,1676,1908,1889,1634,1459,1661
Errfi1,1359,1217,1347,100,109,43
Erv3,3,3,2,0,2,2
Esam,30,38,52,12,3,9
Esco1,2883,3020,3022,1354,866,1168
Esco2,42,58,34,833,1016,823
Esd,1023,1211,1071,2434,2345,1959
Esf1,400,414,418,896,1188,1124
Esm1,1,2,4,0,0,0
Esp1,0,0,0,0,0,0
Esp15,0,0,0,0,0,0
Esp16,0,0,0,0,0,0
Esp18,0,0,0,0,0,0
Esp23,0,0,0,0,0,0
Esp24,0,0,0,0,0,0
Esp3,0,0,0,0,0,0
Esp31,0,0,0,0,0,0
Esp34,0,0,0,0,0,0
Esp36,0,0,0,0,0,0
Esp38,0,0,0,0,0,0
Esp4,0,0,0,0,0,0
Esp6,0,0,0,0,0,0
Esp8,0,0,0,0,0,0
Espl1,152,178,128,2221,3800,3288
Espn,105,79,83,110,288,193
Espnl,5,2,5,1,16,7
Esr1,128,120,109,34,11,23
Esr2,5,6,4,3,8,0
Esrp1,0,0,0,0,1,2
Esrp2,29,35,42,112,25,260
Esrra,716,905,975,634,706,665
Esrrb,0,1,0,0,2,0
Esrrg,29,24,39,2,0,0
Esx1,1,0,2,1077,60,60
Esyt1,10086,10048,10560,8230,8259,10669
Esyt2,2384,2140,2266,1280,1408,1949
Esyt3,2,3,3,2,0,2
Etaa1,267,261,235,463,453,496
Etaa1os,8,5,3,8,2,4
Etd,0,0,0,0,0,0
Etf1,5844,6025,5703,9836,9463,7809
Etfa,756,824,803,2031,2109,1799
Etfb,586,570,533,1676,1656,1208
Etfbkmt,114,122,86,261,140,162
Etfdh,556,593,570,910,1500,1099
Etfrf1,124,111,123,207,245,186
Ethe1,204,219,228,301,349,274
Etl4,23,12,10,4,2,1
Etnk1,4349,4080,4098,1782,2482,2794
Etnk2,5,8,2,14,2,10
Etnppl,0,2,0,1,0,0
Etohd2,190,113,129,46,35,47
Etos1,0,0,2,0,3,0
Ets1,46731,37366,42013,16543,13991,19373
Ets2,4820,4324,4356,2008,3196,2939
Etv1,13,4,3,1,1,1
Etv2,0,0,0,1,0,0
Etv3,5078,4525,4581,1288,766,1147
Etv4,2,0,3,180,3,47
Etv5,257,243,218,4673,239,977
Etv6,1561,1499,1518,729,880,924
EU599041,13,10,6,17,33,21
Eva1a,3,3,0,1,0,1
Eva1b,166,192,172,346,128,198
Eva1c,2,3,2,8,2,3
Evc,20,7,6,19,8,13
Evc2,6,5,3,10,1,0
Evi2,228,240,194,55,76,80
Evi2a,1579,1791,1812,625,405,352
Evi2b,2939,2528,2689,1173,1048,1443
Evi5,298,261,297,167,219,137
Evi5l,431,407,404,133,93,112
Evl,6904,7387,7263,2618,2319,3455
Evpl,8,11,3,12,37,29
Evx1,3,1,2,0,0,2
Evx1os,0,0,0,0,0,0
Evx2,0,0,0,0,0,0
Ewsr1,6992,6458,6384,13485,16715,14351
Exd1,39,54,54,39,49,33
Exd2,597,659,694,639,595,575
Exo1,68,52,51,1100,1540,1453
Exo5,117,112,152,411,412,396
Exoc1,912,751,692,851,854,867
Exoc2,1738,1534,1537,1301,1153,1257
Exoc3,1249,1298,1486,1081,1247,1077
Exoc3l,29,25,17,47,26,32
Exoc3l2,6,2,5,2,7,9
Exoc3l4,7,13,4,1,1,5
Exoc4,1290,1306,1399,1288,1400,1254
Exoc5,1461,1487,1661,1367,1380,1161
Exoc6,1578,1514,1381,901,902,954
Exoc6b,413,404,407,132,84,134
Exoc7,814,752,752,818,720,752
Exoc8,139,149,140,287,368,457
Exog,168,194,225,281,312,299
Exosc1,424,453,499,1243,1445,1163
Exosc10,2285,2047,2276,3524,3732,3469
Exosc2,489,508,569,2056,2672,2154
Exosc3,379,403,417,1293,1290,1201
Exosc4,315,302,298,1101,1224,939
Exosc5,872,886,875,3279,3187,2945
Exosc6,133,138,176,565,60,422
Exosc7,228,299,283,1157,1373,1236
Exosc8,566,636,739,2590,2517,2168
Exosc9,371,350,355,1410,1414,1116
Exph5,14,15,7,197,39,93
Ext1,624,528,555,478,88,235
Ext2,1358,1201,1214,1656,1772,1417
Extl1,19,32,19,4,8,11
Extl2,173,117,123,203,170,165
Extl3,1259,1297,1412,1375,744,914
Eya1,60,56,49,4,0,7
Eya2,197,152,181,33,293,97
Eya3,1165,989,1043,1946,1977,2348
Eya4,1,0,0,0,4,0
Ezh1,1972,1814,1840,790,691,736
Ezh2,582,699,611,3455,4036,3383
Ezr,21315,20637,21695,10383,13061,11691
F10,31,35,25,22,9,16
F11,2,2,0,0,0,0
F11r,20,20,18,13,5,9
F12,6,9,2,11,2,0
F13a1,182,288,108,410,96,95
F13b,1,0,0,0,0,0
F2,15,9,2,4,2,1
F2r,599,488,525,127,17,43
F2rl1,92,80,118,278,103,386
F2rl2,10,7,7,5,0,9
F2rl3,21,13,11,118,354,266
F3,3,2,4,12,0,1
F420014N23Rik,62,50,41,10,12,17
F5,29,48,18,9,3,12
F630028O10Rik,46,46,48,12,6,10
F630040K05Rik,9,4,3,4,34,9
F630206G17Rik,0,2,2,0,0,0
F7,0,2,0,3,0,0
F730016J06Rik,4,11,1,1,2,0
F730035M05Rik,1,8,5,1,6,3
F730035P03Rik,0,0,0,1,0,0
F730043M19Rik,74,97,64,26,32,30
F730311O21Rik,228,232,207,19,7,17
F8,26,13,16,11,14,21
F830016B08Rik,10,2,9,6,3,3
F830045P16Rik,1,5,8,2,0,0
F830112A20Rik,8,9,8,3,5,9
F830115B05Rik,0,2,0,1,0,1
F830208F22Rik,5,6,6,0,2,1
F830212C03Rik,0,0,0,0,0,0
F8a,317,312,357,296,198,243
F9,26,26,11,6,0,4
F930015N05Rik,0,1,0,0,0,0
F930017D23Rik,3,0,7,4,0,1
Fa2h,0,1,0,44,0,0
Faah,1122,1133,1129,1430,2046,2213
Faap100,368,372,387,440,864,630
Faap20,763,824,830,424,436,376
Faap24,210,207,191,962,1365,1008
Fabp1,4,7,0,0,0,0
Fabp12,1,0,0,0,0,0
Fabp2,0,1,0,0,0,0
Fabp3,12,11,7,2,6,4
Fabp4,9,4,3,17,7,18
Fabp5,103,120,117,1702,3674,1685
Fabp6,0,0,0,0,0,0
Fabp7,0,0,0,1,3,1
Fabp9,2,1,0,1,3,2
Fadd,212,172,173,410,546,474
Faddos,2,2,1,3,3,0
Fads1,141,123,144,466,579,525
Fads2,22,22,23,19,16,11
Fads3,44,49,40,117,41,17
Fads6,16,25,28,3,45,8
Faf1,1089,1084,966,1822,1907,1666
Faf2,1411,1336,1419,1608,1552,1594
Fah,91,94,109,43,7,56
Fahd1,18,14,14,94,108,82
Fahd2a,75,98,88,138,94,85
Faim,202,217,201,421,441,439
Faim2,0,0,1,0,1,0
Faiml,0,0,0,0,0,0
Fam102a,4879,4687,4966,855,810,1249
Fam102b,436,487,525,494,173,355
Fam103a1,701,720,753,936,865,838
Fam104a,1358,1488,1584,1774,1906,1735
Fam105a,1325,1406,1363,492,464,628
Fam107a,6,4,4,3,2,6
Fam107b,18702,20081,19225,6141,6904,7055
Fam109a,175,156,157,177,219,241
Fam109b,9,10,8,43,14,8
Fam110a,407,378,406,322,213,282
Fam110b,26,8,19,48,110,56
Fam110c,0,2,0,0,1,0
Fam111a,2426,2744,2801,5588,4283,4881
Fam114a1,74,64,58,10,6,11
Fam114a2,671,625,616,625,830,777
Fam117a,1672,1538,1713,1076,1025,1106
Fam117b,2309,2074,2048,1118,1552,1525
Fam118a,481,471,391,305,309,341
Fam118b,286,382,391,565,361,417
Fam120a,4756,4655,4728,6337,11233,9367
Fam120aos,158,148,141,80,73,73
Fam120b,1042,1083,1118,767,634,695
Fam120c,211,179,217,140,298,257
Fam122a,363,356,361,207,181,175
Fam122b,293,258,289,472,555,523
Fam122c,0,0,0,0,0,0
Fam124a,4,1,3,0,1,2
Fam124b,15,13,9,1,3,3
Fam126a,536,504,605,327,538,496
Fam126b,411,346,344,285,262,233
Fam129a,815,756,735,2881,311,1497
Fam129b,146,144,120,38,62,100
Fam129c,2144,2199,2099,392,240,403
Fam131a,16,50,36,14,3,8
Fam131b,9,7,4,3,0,0
Fam131c,1,0,0,0,0,0
Fam133b,579,562,625,1128,852,896
Fam135a,60,53,36,19,5,17
Fam135b,0,0,1,1,0,0
Fam136a,140,192,177,1889,2490,2027
Fam136b-ps,0,0,0,0,1,0
Fam13a,1,0,5,3,0,0
Fam13b,1293,1315,1391,512,409,507
Fam13c,0,0,0,0,0,0
Fam149a,53,68,64,6,14,11
Fam149b,670,612,530,568,624,558
Fam151a,0,0,0,0,0,0
Fam151b,41,34,36,14,40,14
Fam155a,3,0,0,1,0,0
Fam159a,0,0,0,0,0,0
Fam159b,0,0,0,0,0,0
Fam160a1,35,41,23,10,1,4
Fam160a2,999,972,929,508,496,513
Fam160b1,881,853,904,650,673,854
Fam160b2,965,935,950,555,566,728
Fam161a,28,31,38,11,15,14
Fam161b,35,43,39,22,14,22
Fam162a,187,189,202,1205,1083,1202
Fam162b,0,0,0,1,0,0
Fam163a,1,1,3,0,0,2
Fam163b,2,0,0,11,6,6
Fam166a,9,0,4,7,2,4
Fam166b,0,0,0,0,0,0
Fam167a,1723,1706,1654,120,17,61
Fam167b,5,7,4,7,14,5
Fam168a,1529,1367,1476,909,819,785
Fam168b,6610,6177,6830,3657,5042,4915
Fam169a,28,17,22,62,53,67
Fam169b,1883,1763,1833,1227,257,619
Fam170a,0,0,0,0,0,0
Fam170b,1,1,1,0,0,0
Fam171a1,19,8,5,3,8,6
Fam171a2,8,5,3,2,1,1
Fam171b,0,7,3,2,3,2
Fam172a,910,859,884,1051,1264,1147
Fam173a,277,319,291,393,312,353
Fam173b,153,158,213,268,265,248
Fam174a,401,381,395,211,192,221
Fam174b,21,19,29,3,1,2
Fam177a,329,316,427,200,210,211
Fam178b,3,0,2,24,28,13
Fam180a,0,0,1,0,0,0
Fam181a,0,1,0,0,0,0
Fam181b,6,5,0,0,1,3
Fam183b,0,2,0,4,0,0
Fam184a,12,9,0,5,0,1
Fam184b,8,6,7,1,5,3
Fam185a,120,146,106,792,1157,1046
Fam186a,0,1,0,1,1,0
Fam186b,3,6,3,2,4,4
Fam187a,0,1,0,0,0,0
Fam187b,2,3,3,9,1,5
Fam189a1,4,7,2,1,1,0
Fam189a2,0,0,0,0,0,0
Fam189b,896,858,949,765,536,1157
Fam192a,642,691,618,1453,1497,1510
Fam193a,1848,1500,1819,879,1052,1157
Fam193b,2398,2864,2232,1267,1395,1584
Fam196a,1,0,1,1,0,1
Fam196b,3,2,3,1,1,5
Fam198a,34,23,32,4,7,2
Fam198b,5,8,11,5,3,3
Fam199x,184,151,194,306,349,310
Fam19a1,1,1,0,2,3,1
Fam19a2,0,0,0,0,0,0
Fam19a3,8,14,8,0,0,1
Fam19a4,0,0,0,0,0,0
Fam19a5,0,0,0,0,0,0
Fam204a,668,679,648,539,515,463
Fam205a1,0,0,0,0,0,0
Fam205a2,2,3,1,0,2,4
Fam205a3,2,3,1,0,2,4
Fam205a4,0,0,0,10,0,0
Fam205c,0,0,0,28,4,3
Fam206a,587,475,546,992,1264,1216
Fam207a,721,740,805,1750,1718,1519
Fam208a,1287,1113,1077,478,357,455
Fam208b,2052,1843,1823,1158,1168,1278
Fam209,18,22,12,7,3,1
Fam20a,13,9,3,30,1,6
Fam20b,1134,1079,1117,1377,767,878
Fam20c,10,14,14,9,11,10
Fam210a,459,444,469,917,1547,1411
Fam210b,338,368,345,115,94,60
Fam212a,196,177,198,111,24,43
Fam212b,30,39,31,56,57,37
Fam213a,275,371,351,194,74,72
Fam213b,59,82,77,40,13,34
Fam214a,1651,1457,1399,366,258,280
Fam214b,892,899,914,141,47,121
Fam216a,160,176,186,1154,1072,869
Fam216b,0,0,0,1,0,0
Fam217a,0,1,2,72,3,7
Fam217b,18,23,10,4,0,8
Fam219a,162,148,144,24,28,30
Fam219aos,0,0,0,0,0,0
Fam219b,302,361,357,333,270,268
Fam220a,706,817,960,653,655,610
Fam221a,21,24,22,19,18,19
Fam221b,1,0,0,1,1,0
Fam222a,347,297,356,81,99,84
Fam222b,620,537,542,436,238,430
Fam227a,31,17,19,13,16,12
Fam227b,1,0,0,0,0,0
Fam228a,1,4,3,3,1,2
Fam228b,3,8,1,7,14,16
Fam229a,8,1,4,1,2,0
Fam229b,11,9,15,32,14,11
Fam234a,460,476,500,154,174,292
Fam234b,736,673,699,152,640,349
Fam240a,1,3,2,0,2,0
Fam240b,0,0,0,0,0,0
Fam24a,0,0,0,1,0,0
Fam25c,0,0,0,0,0,0
Fam26d,1,3,1,0,2,2
Fam26e,0,0,0,0,0,0
Fam26f,141,146,133,55,56,122
Fam32a,1882,2215,2424,2000,2079,2078
Fam35a,467,401,352,232,288,241
Fam3a,446,416,473,301,289,248
Fam3b,1,0,0,0,0,0
Fam3c,747,702,642,355,486,599
Fam43a,7266,6896,6906,419,144,462
Fam43b,0,0,0,0,0,0
Fam45a,520,502,547,446,382,387
Fam46a,734,554,671,664,174,370
Fam46b,15,10,5,2,3,0
Fam46c,4834,4005,4387,705,175,520
Fam46d,0,0,0,0,1,0
Fam47c,0,0,0,0,0,0
Fam47e,2,2,1,3,1,1
Fam49a,1983,1743,1732,196,64,250
Fam49b,6046,6538,6250,4789,3553,3791
Fam50a,699,818,972,866,717,729
Fam50b,0,0,1,0,8,0
Fam53a,898,888,818,1048,1201,1136
Fam53b,1861,1624,1934,1733,2052,2399
Fam53c,1976,1996,2214,1004,1473,1257
Fam57a,42,30,36,30,23,41
Fam57b,0,0,0,1,0,3
Fam58b,180,193,189,536,440,482
Fam60a,869,950,965,2408,2098,2695
Fam69a,750,705,806,235,292,358
Fam69b,10,17,13,323,259,274
Fam69c,0,1,0,0,0,0
Fam71a,128,90,60,6,0,6
Fam71b,12,5,9,5,10,10
Fam71d,1,3,0,0,1,0
Fam71e1,13,18,11,1,3,6
Fam71e2,0,3,1,1,0,1
Fam71f1,1,0,0,0,3,1
Fam71f2,19,24,13,17,19,19
Fam72a,45,37,39,291,315,291
Fam76a,1301,1261,1147,470,653,510
Fam76b,1071,1014,1153,920,972,1004
Fam78a,2029,1931,2390,1128,1739,2160
Fam78b,15,4,3,33,3,15
Fam81a,12,7,8,30,447,152
Fam81b,0,0,0,0,0,1
Fam83a,0,5,4,8,1,2
Fam83b,0,0,0,3,1,0
Fam83c,2,1,1,2,2,0
Fam83d,448,285,289,188,147,97
Fam83e,13,7,11,3,4,4
Fam83f,29,32,18,4,1,3
Fam83g,206,97,108,105,81,71
Fam83h,9,8,10,1,2,10
Fam84a,0,5,0,682,97,389
Fam84b,989,860,854,128,42,65
Fam89a,43,37,34,21,33,37
Fam89b,649,696,730,446,536,509
Fam8a1,461,497,555,286,214,295
Fam90a1a,0,0,0,0,0,0
Fam90a1b,8,20,11,3,1,0
Fam91a1,1732,1550,1415,1523,1957,1749
Fam92a,172,200,156,249,622,434
Fam92b,0,1,0,0,0,0
Fam96a,802,930,974,2574,1994,1888
Fam96b,467,543,571,998,777,870
Fam98a,551,573,588,1856,1987,1577
Fam98b,764,727,673,1546,1726,1567
Fam98c,394,464,398,420,337,362
Fan1,156,91,97,152,176,149
Fanca,336,413,304,852,1333,1108
Fancb,98,120,104,161,174,126
Fancc,118,117,105,198,246,200
Fancd2,92,63,64,660,1018,914
Fancd2os,0,1,0,4,2,2
Fance,423,450,423,495,753,529
Fancf,31,32,27,177,170,203
Fancg,287,328,317,489,577,591
Fanci,147,125,117,563,781,630
Fancl,287,324,290,474,456,403
Fancm,697,630,649,771,746,863
Fank1,1,1,0,0,0,0
Fap,2,4,2,0,0,0
Far1,1903,2017,2228,1837,1343,1656
Far1os,3,4,3,0,4,1
Far2,72,74,63,352,46,80
Far2os1,3,0,0,0,1,1
Far2os2,1,0,0,0,0,0
Farp1,23,21,18,352,100,527
Farp2,54,50,45,45,34,82
Fars2,457,395,436,758,791,715
Farsa,1080,1238,1256,3798,3424,3056
Farsb,934,944,1013,3379,3574,3286
Fas,225,221,253,49,130,70
Fasl,147,137,116,94,25,19
Fasn,3294,2921,2951,10196,11442,13770
Fastk,1326,1438,1211,1339,1831,1573
Fastkd1,214,235,246,456,405,397
Fastkd2,423,382,417,1407,1723,1081
Fastkd3,276,275,233,610,584,589
Fastkd5,183,140,183,585,638,654
Fat1,5,3,6,4,14,19
Fat2,1,2,0,1,0,1
Fat3,1,1,0,1,0,0
Fat4,5,1,5,1,0,0
Fate1,0,0,0,0,0,0
Fau,13138,14801,14354,13044,8280,9722
Faxc,0,0,0,9,29,30
Fbf1,551,429,484,454,855,678
Fbl,3295,3379,3459,12889,15271,12867
Fblim1,12,12,12,13,6,10
Fbll1,0,0,0,0,0,0
Fbln1,16,9,17,802,495,528
Fbln2,8,9,3,31,345,288
Fbln5,3,7,5,0,0,4
Fbln7,1,0,0,0,0,8
Fbn1,8,1,5,0,0,1
Fbn2,2,3,0,210,4,218
Fbp1,9,7,2,3,0,0
Fbp2,0,0,0,0,0,0
Fbrs,8469,8070,8930,2323,2673,3294
Fbrsl1,2083,1879,1641,627,476,759
Fbxl12,1332,1389,1338,497,362,456
Fbxl12os,38,37,27,43,30,27
Fbxl13,8,12,2,0,1,1
Fbxl14,1779,1728,1909,2358,3224,3230
Fbxl15,98,114,94,68,49,39
Fbxl16,0,6,1,0,0,4
Fbxl17,928,931,773,471,260,393
Fbxl18,228,222,220,265,327,337
Fbxl19,459,519,531,570,821,725
Fbxl2,22,14,14,61,117,78
Fbxl20,2063,1639,1555,546,596,759
Fbxl21,12,7,4,0,0,1
Fbxl22,131,80,80,26,24,22
Fbxl3,2313,2115,2026,943,826,928
Fbxl4,436,356,314,167,132,129
Fbxl5,1972,2208,2270,895,698,702
Fbxl6,839,854,791,1763,1739,1686
Fbxl7,0,0,0,0,0,0
Fbxl8,228,317,324,220,263,339
Fbxo10,212,162,167,47,56,44
Fbxo11,4320,4012,3963,844,737,905
Fbxo15,0,0,1,5,7,7
Fbxo16,0,0,0,1,0,0
Fbxo17,469,429,522,1021,175,708
Fbxo18,945,979,971,669,742,646
Fbxo2,1,1,0,0,1,4
Fbxo21,605,579,564,593,949,817
Fbxo22,695,673,691,1670,1158,1315
Fbxo24,8,22,12,5,2,9
Fbxo25,340,378,374,209,252,186
Fbxo27,62,63,52,79,95,117
Fbxo28,740,733,842,775,668,745
Fbxo3,603,602,627,1664,2026,1490
Fbxo30,397,371,403,507,71,391
Fbxo31,617,617,659,1381,1550,1370
Fbxo32,862,669,776,135,147,132
Fbxo33,2038,1978,1814,1004,696,696
Fbxo34,457,421,500,512,498,470
Fbxo36,10,12,11,27,31,35
Fbxo38,1649,1681,1674,1182,1210,1317
Fbxo39,1,2,2,0,0,0
Fbxo4,498,604,528,253,126,175
Fbxo40,12,14,15,10,6,12
Fbxo41,3,3,0,65,30,28
Fbxo42,1231,1281,1245,987,1174,1253
Fbxo43,2,11,7,31,5,2
Fbxo44,69,59,70,135,122,142
Fbxo45,304,324,294,440,634,602
Fbxo46,408,378,476,423,477,555
Fbxo47,13,9,10,7,6,9
Fbxo48,24,20,21,43,40,62
Fbxo5,164,164,155,1036,1135,980
Fbxo6,363,365,331,245,147,140
Fbxo7,727,744,808,629,819,675
Fbxo8,489,458,446,451,348,395
Fbxo9,745,789,954,676,589,589
Fbxw10,166,181,139,33,18,13
Fbxw11,2333,2225,2321,1384,1780,1613
Fbxw13,2,3,1,0,0,0
Fbxw14,0,0,0,0,0,0
Fbxw15,0,0,0,0,0,0
Fbxw16,0,0,0,0,0,0
Fbxw17,163,161,145,240,80,140
Fbxw18,0,0,0,0,0,0
Fbxw19,0,0,0,0,0,0
Fbxw2,1133,1115,1195,1140,989,1052
Fbxw20,0,0,0,0,0,0
Fbxw21,4,6,3,1,2,1
Fbxw22,0,0,0,0,0,0
Fbxw24,0,0,0,0,0,0
